latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
0.4837,128.0044,304.2,1.2,1.1,2026-01-01,1825,Aqua,MODIS,59,61.03,289.6,5.6,N,2
0.5124,127.8932,307.1,1.2,1.1,2026-01-02,0043,Terra,MODIS,40,61.03,286.4,5.5,D,0
-8.2745,123.5095,310,1,1,2026-01-02,0045,Terra,MODIS,62,61.03,288,7.1,D,1
-1.3441,122.0037,305,1.4,1.2,2026-01-02,0644,Aqua,MODIS,56,61.03,284.5,6.1,D,0
-2.0149,121.4219,313.5,1.6,1.2,2026-01-02,0644,Aqua,MODIS,72,61.03,291.2,13.7,D,2
0.3535,120.1631,311.5,1.8,1.3,2026-01-02,0645,Aqua,MODIS,60,61.03,278.7,20,D,0
-2.0132,121.4176,306.5,1,1,2026-01-02,1302,Terra,MODIS,42,61.03,275.2,7.9,N,2
-8.1163,112.9275,340,1,1,2026-01-03,0125,Terra,MODIS,91,61.03,291.8,45,D,1
-8.115,112.9185,319,1,1,2026-01-03,0125,Terra,MODIS,75,61.03,286.9,17.5,D,1
-3.9341,138.5839,305.8,1.2,1.1,2026-01-03,0543,Aqua,MODIS,58,61.03,287.5,7.6,D,0
-3.9656,122.1293,310.1,1,1,2026-01-05,0700,Aqua,MODIS,65,61.03,285.1,5.3,D,0
2.6324,98.0659,311.6,1.1,1.1,2026-01-05,0840,Aqua,MODIS,65,61.03,294,8.1,D,0
1.4119,99.4451,312.1,1.3,1.1,2026-01-05,0840,Aqua,MODIS,61,61.03,292.2,9.4,D,0
1.4136,99.4562,309.5,1.3,1.1,2026-01-05,0840,Aqua,MODIS,51,61.03,292.3,6.2,D,0
4.5417,95.7574,311.1,1,1,2026-01-05,0841,Aqua,MODIS,64,61.03,296,4.5,D,0
-1.4619,127.4392,312.4,1.3,1.1,2026-01-06,1223,Terra,MODIS,79,61.03,279.3,16.7,N,2
-3.1078,101.913,309.7,1,1,2026-01-07,0817,Aqua,MODIS,62,61.03,287.8,5.6,D,0
-2.7085,103.1934,306.9,1,1,2026-01-07,0817,Aqua,MODIS,61,61.03,276.1,6,D,0
-2.6433,103.2491,313.5,1,1,2026-01-07,0817,Aqua,MODIS,0,61.03,288.5,7.2,D,0
-2.6231,103.2642,312,1,1,2026-01-07,0817,Aqua,MODIS,69,61.03,288.8,6.4,D,0
-2.7072,103.2022,316.8,1,1,2026-01-07,0817,Aqua,MODIS,76,61.03,275.6,13.6,D,0
-3.7163,104.2486,312.4,1.1,1,2026-01-07,0817,Aqua,MODIS,65,61.03,292.6,6.6,D,0
-3.5035,104.3791,331.1,1.1,1,2026-01-07,0817,Aqua,MODIS,85,61.03,290.4,27.8,D,0
-3.711,102.4111,315.7,1,1,2026-01-07,0817,Aqua,MODIS,72,61.03,291.4,8.9,D,0
-3.7122,102.4023,312.4,1,1,2026-01-07,0817,Aqua,MODIS,67,61.03,290.6,6.3,D,0
-3.4085,104.3297,313,1.1,1,2026-01-07,0817,Aqua,MODIS,66,61.03,291.4,6.9,D,0
-3.4112,104.3111,311.2,1.1,1,2026-01-07,0817,Aqua,MODIS,43,61.03,289.6,5.5,D,0
-3.3925,104.3752,321.9,1.1,1,2026-01-07,0817,Aqua,MODIS,78,61.03,292,15.2,D,0
-3.3802,104.0239,309.9,1,1,2026-01-07,0817,Aqua,MODIS,61,61.03,288.4,5.7,D,0
-3.2979,104.2694,308.1,1.1,1,2026-01-07,0817,Aqua,MODIS,56,61.03,285.3,4.8,D,0
-3.3141,104.0362,319,1,1,2026-01-07,0817,Aqua,MODIS,76,61.03,289.2,13.1,D,0
-3.3154,104.0271,312.7,1,1,2026-01-07,0817,Aqua,MODIS,68,61.03,290,7.3,D,0
-3.3043,103.9789,307.3,1,1,2026-01-07,0817,Aqua,MODIS,27,61.03,286.3,3.5,D,0
-3.3056,103.9698,315.7,1,1,2026-01-07,0817,Aqua,MODIS,72,61.03,286.3,10.4,D,0
-3.5571,102.1177,318,1,1,2026-01-07,0817,Aqua,MODIS,57,61.03,294.3,10.9,D,0
-3.2205,103.9784,312.7,1,1,2026-01-07,0817,Aqua,MODIS,64,61.03,289.6,7.4,D,0
-2.5194,102.8333,309.1,1,1,2026-01-07,0818,Aqua,MODIS,61,61.03,288.1,4.1,D,0
-2.0108,103.0951,309,1,1,2026-01-07,0818,Aqua,MODIS,58,61.03,288.4,3.9,D,0
-2.0025,102.1503,310.3,1,1,2026-01-07,0818,Aqua,MODIS,60,61.03,293.6,4.9,D,0
-1.7665,102.7445,310,1,1,2026-01-07,0818,Aqua,MODIS,56,61.03,290,5.1,D,0
-8.1137,112.9283,322.6,1,1,2026-01-08,0124,Terra,MODIS,66,61.03,276.1,23.1,D,1
-2.5802,121.3818,314.7,1.4,1.2,2026-01-08,0717,Aqua,MODIS,47,61.03,288.8,14.9,D,2
-1.896,115.8665,309.4,1.1,1,2026-01-08,0718,Aqua,MODIS,63,61.03,283.6,8.5,D,2
-8.1063,112.9312,309.9,1.2,1.1,2026-01-08,1939,Aqua,MODIS,79,61.03,273.3,16.6,N,1
-1.4584,127.4434,310.6,1.2,1.1,2026-01-09,0023,Terra,MODIS,0,61.03,292,9,D,2
-1.5684,127.4319,311.9,1.2,1.1,2026-01-09,0023,Terra,MODIS,45,61.03,296.3,7.5,D,2
-8.2674,123.5042,311.6,1.8,1.3,2026-01-09,0025,Terra,MODIS,44,61.03,279.7,12.9,D,1
-1.5605,127.4246,309.1,1.1,1,2026-01-09,1242,Terra,MODIS,65,61.03,290.2,8.4,N,2
1.499,127.6298,313.8,1.2,1.1,2026-01-09,1243,Terra,MODIS,83,61.03,289.8,15.8,N,1
1.4985,127.6359,317.5,1,1,2026-01-09,1837,Aqua,MODIS,94,61.03,270.7,18.8,N,1
-2.0128,121.4221,307.8,1.1,1,2026-01-10,0103,Terra,MODIS,49,61.03,282.7,6.3,D,2
-2.5786,121.3815,311.9,1.1,1,2026-01-10,0103,Terra,MODIS,72,61.03,293.8,8,D,2
-2.0116,121.4352,321.4,1.1,1,2026-01-10,0656,Aqua,MODIS,40,61.03,302.3,12,D,2
-2.9575,121.473,315.5,1.1,1,2026-01-10,0656,Aqua,MODIS,43,61.03,299.4,8.7,D,0
-2.8361,122.1765,320.8,1,1,2026-01-10,0656,Aqua,MODIS,57,61.03,299.5,7.6,D,2
-2.6833,121.7067,346.7,1.1,1,2026-01-10,0656,Aqua,MODIS,89,61.03,294.2,54.7,D,0
-2.7753,121.0694,311.9,1.1,1.1,2026-01-10,0656,Aqua,MODIS,57,61.03,296.7,7.3,D,0
-2.5825,121.3842,365,1.1,1,2026-01-10,0656,Aqua,MODIS,100,61.03,299.4,106.9,D,2
-2.013,121.4259,319.7,1.1,1,2026-01-10,0656,Aqua,MODIS,38,61.03,300.6,9.5,D,2
-2.0143,121.4166,330,1.1,1,2026-01-10,0656,Aqua,MODIS,82,61.03,302.5,22,D,2
-1.3779,123.3005,311.1,1,1,2026-01-10,0656,Aqua,MODIS,61,61.03,297.3,4.6,D,0
-1.2361,121.6852,319.6,1,1,2026-01-10,0656,Aqua,MODIS,78,61.03,299.6,11.9,D,0
-0.8543,123.2135,315.3,1,1,2026-01-10,0656,Aqua,MODIS,73,61.03,295.9,8.2,D,0
2.2222,117.8363,312,1.5,1.2,2026-01-10,0657,Aqua,MODIS,66,61.03,293.5,10.6,D,0
4.5844,95.6909,316,1,1,2026-01-10,0836,Aqua,MODIS,76,61.03,295.2,8.9,D,0
4.5933,95.6896,311.4,1,1,2026-01-10,0836,Aqua,MODIS,58,61.03,293.9,4.7,D,0
4.6853,95.5674,310.1,1.1,1,2026-01-10,0836,Aqua,MODIS,61,61.03,293.5,5.9,D,0
-1.8117,136.756,301.3,1.8,1.3,2026-01-10,1738,Aqua,MODIS,40,61.03,283.2,9.6,N,0
-6.0035,105.9758,305.4,1,1,2026-01-11,1400,Terra,MODIS,29,61.03,291.4,4.9,N,0
1.0016,102.7055,309.3,1,1,2026-01-12,0814,Aqua,MODIS,36,61.03,292.9,4.5,D,2
4.7016,97.285,303.6,1.8,1.3,2026-01-12,0815,Aqua,MODIS,37,61.03,288,5.5,D,0
-1.8954,115.8581,305,1,1,2026-01-13,0122,Terra,MODIS,40,61.03,283.9,4,D,2
-1.8967,115.867,315.2,1,1,2026-01-13,0122,Terra,MODIS,74,61.03,283.6,11.3,D,2
-6.2161,139.3941,334.5,1.8,1.3,2026-01-13,0533,Aqua,MODIS,88,61.03,290,71.2,D,0
-3.8169,119.9983,310.3,1,1,2026-01-13,0712,Aqua,MODIS,67,61.03,289.6,6.7,D,0
-1.9935,119.3821,307.8,1,1,2026-01-13,0713,Aqua,MODIS,65,61.03,291.4,4.7,D,0
-2.0163,121.4248,316.9,1.2,1.1,2026-01-13,0713,Aqua,MODIS,52,61.03,297.4,10.1,D,2
-0.4164,116.8545,316.8,1.1,1,2026-01-13,0713,Aqua,MODIS,72,61.03,293.8,10.5,D,0
-0.5221,116.1431,335.6,1.2,1.1,2026-01-13,0713,Aqua,MODIS,88,61.03,294.3,39.3,D,0
-0.2614,117.2122,310.8,1,1,2026-01-13,0713,Aqua,MODIS,62,61.03,291.2,5.8,D,0
1.5624,117.1708,304.2,1,1,2026-01-13,0714,Aqua,MODIS,52,61.03,279.2,6.1,D,0
-1.4621,127.4409,317.8,1.2,1.1,2026-01-14,0023,Terra,MODIS,0,61.03,287.1,17.1,D,2
-4.858,105.2392,310.8,1,1,2026-01-14,0202,Terra,MODIS,69,61.03,291.7,5.3,D,0
-2.6881,110.2837,321.8,1,1,2026-01-14,0751,Aqua,MODIS,0,61.03,269,21.9,D,0
0.3817,109.344,320.5,1,1,2026-01-14,0752,Aqua,MODIS,76,61.03,294,12.9,D,0
-0.26,109.3208,312.6,1,1,2026-01-14,0752,Aqua,MODIS,45,61.03,298.4,5.5,D,0
-0.2613,109.3121,314.6,1,1,2026-01-14,0752,Aqua,MODIS,40,61.03,298.7,7.1,D,0
-3.8716,122.3917,300.2,1.4,1.2,2026-01-14,1241,Terra,MODIS,22,61.03,279.9,4.5,N,2
-3.8699,122.4041,303.7,1.4,1.2,2026-01-14,1241,Terra,MODIS,57,61.03,281.4,7.3,N,2
-1.4553,127.4399,308.8,1,1,2026-01-14,1833,Aqua,MODIS,63,61.03,279.6,10.4,N,2
0.486,127.9912,315.2,2.8,1.6,2026-01-15,0101,Terra,MODIS,0,61.03,292.7,45.9,D,2
-1.5424,122.1503,314.2,1.1,1.1,2026-01-15,0102,Terra,MODIS,63,61.03,295.4,8.1,D,0
-1.635,121.2507,316.7,1,1,2026-01-15,0102,Terra,MODIS,70,61.03,297.3,9.2,D,0
-2.0096,121.418,322.1,1.1,1,2026-01-15,0102,Terra,MODIS,72,61.03,298.7,14.6,D,2
-2.2706,121.7675,313,1.1,1,2026-01-15,0102,Terra,MODIS,54,61.03,297.6,6.6,D,0
-2.8333,122.1763,317.8,1.2,1.1,2026-01-15,0651,Aqua,MODIS,52,61.03,298.3,7.3,D,2
-1.8413,121.5142,324.6,1.2,1.1,2026-01-15,0651,Aqua,MODIS,81,61.03,296,21.7,D,0
-2.0083,121.4301,321.8,1.2,1.1,2026-01-15,0651,Aqua,MODIS,73,61.03,293.6,20.6,D,2
-1.0936,114.0603,308.2,4.5,2,2026-01-15,0652,Aqua,MODIS,55,61.03,289.7,44.8,D,0
-1.5727,122.2203,316,1.1,1.1,2026-01-15,0652,Aqua,MODIS,57,61.03,294.4,7.8,D,0
-1.1552,114.9927,313.4,3.8,1.8,2026-01-15,0652,Aqua,MODIS,68,61.03,291.2,54.1,D,0
-1.0849,114.0942,306.5,4.5,2,2026-01-15,0652,Aqua,MODIS,36,61.03,287.7,28.8,D,0
0.5625,120.3579,318.3,1.3,1.1,2026-01-15,0652,Aqua,MODIS,77,61.03,296.6,17.7,D,0
-2.2312,101.1735,322.6,1.1,1,2026-01-15,0830,Aqua,MODIS,80,61.03,286.7,18.4,D,0
-2.2325,101.1643,308.8,1.1,1,2026-01-15,0830,Aqua,MODIS,62,61.03,286.5,5,D,0
1.7402,98.6971,314.2,1,1,2026-01-15,0831,Aqua,MODIS,0,61.03,298.5,6.2,D,0
1.7989,98.6707,320,1,1,2026-01-15,0831,Aqua,MODIS,78,61.03,298.8,11.2,D,0
1.7976,98.662,333.6,1,1,2026-01-15,0831,Aqua,MODIS,76,61.03,301.4,26.6,D,0
1.9717,99.4683,313.4,1,1,2026-01-15,0831,Aqua,MODIS,71,61.03,282.2,11.6,D,0
3.0015,97.5462,312.7,1,1,2026-01-15,0831,Aqua,MODIS,68,61.03,298.8,6.7,D,0
2.5063,98.0107,312,1,1,2026-01-15,0831,Aqua,MODIS,60,61.03,295.7,6.8,D,0
2.6819,97.7641,320.1,1,1,2026-01-15,0831,Aqua,MODIS,65,61.03,301.1,11.5,D,0
2.8767,97.832,320.3,1,1,2026-01-15,0831,Aqua,MODIS,77,61.03,299.5,13.1,D,0
2.9798,98.2063,321.2,1,1,2026-01-15,0831,Aqua,MODIS,78,61.03,296.3,15.4,D,0
2.9811,98.2151,332.7,1,1,2026-01-15,0831,Aqua,MODIS,87,61.03,295.4,29.3,D,0
4.5317,95.8921,316.8,1.2,1.1,2026-01-15,0832,Aqua,MODIS,77,61.03,294.2,14.3,D,0
3.9471,96.6928,312.7,1.1,1,2026-01-15,0832,Aqua,MODIS,64,61.03,298.6,6.3,D,0
4.1932,96.1015,315.8,1.1,1.1,2026-01-15,0832,Aqua,MODIS,75,61.03,300.7,10.5,D,0
4.325,96.3082,308,1.1,1.1,2026-01-15,0832,Aqua,MODIS,46,61.03,288.5,6.4,D,0
4.5332,95.803,306.1,1.2,1.1,2026-01-15,0832,Aqua,MODIS,44,61.03,292,6.3,D,0
-1.891,115.8632,320.8,1,1,2026-01-15,1321,Terra,MODIS,100,61.03,292.7,16.6,N,2
-2.8873,115.2565,305.5,1,1,2026-01-15,1321,Terra,MODIS,65,61.03,287.9,5.7,N,0
-2.0059,121.423,305.3,1.2,1.1,2026-01-15,1911,Aqua,MODIS,64,61.03,292.8,6.4,N,2
-2.5744,121.389,307.6,1.2,1.1,2026-01-15,1912,Aqua,MODIS,72,61.03,290.3,10.9,N,2
-1.8883,115.8703,310.6,1.2,1.1,2026-01-15,1912,Aqua,MODIS,80,61.03,291.7,12.3,N,2
-3.8679,122.3978,304.5,1.5,1.2,2026-01-15,1912,Aqua,MODIS,60,61.03,290,7.5,N,2
-3.8698,122.411,303.8,1.5,1.2,2026-01-15,1912,Aqua,MODIS,51,61.03,290.1,6.5,N,2
-2.5728,121.3781,301.1,1.2,1.1,2026-01-15,1912,Aqua,MODIS,36,61.03,289.1,5.9,N,2
-0.16,109.3078,311.3,1,1,2026-01-16,0141,Terra,MODIS,70,61.03,293.2,6.6,D,0
-0.1614,109.3169,311.3,1,1,2026-01-16,0141,Terra,MODIS,70,61.03,292.6,6.6,D,0
-0.789,109.515,316.1,1,1,2026-01-16,0141,Terra,MODIS,74,61.03,290.6,11.2,D,0
-7.0479,110.3333,304.6,1,1,2026-01-16,0143,Terra,MODIS,30,61.03,286.4,2.4,D,0
-6.3181,139.1236,324.4,1,1,2026-01-16,0550,Aqua,MODIS,79,61.03,294,18.5,D,0
-6.2604,139.006,315.9,1,1,2026-01-16,0550,Aqua,MODIS,69,61.03,294.6,9.2,D,0
-7.493,110.9337,314.8,1.7,1.3,2026-01-16,0728,Aqua,MODIS,69,61.03,285.1,18.8,D,0
-7.4951,110.9183,311.2,1.7,1.3,2026-01-16,0728,Aqua,MODIS,63,61.03,284.8,12.5,D,0
-1.0295,114.3725,320.5,1,1,2026-01-16,0730,Aqua,MODIS,75,61.03,298.4,12.4,D,0
-0.9347,114.7141,330.9,1,1,2026-01-16,0730,Aqua,MODIS,84,61.03,298.7,23.7,D,0
-0.8558,115.0688,311,1,1,2026-01-16,0730,Aqua,MODIS,55,61.03,298,4.8,D,0
-0.8797,114.6995,326.5,1,1,2026-01-16,0730,Aqua,MODIS,81,61.03,298.5,18.2,D,0
-0.871,114.6982,318.4,1,1,2026-01-16,0730,Aqua,MODIS,73,61.03,296.8,10.5,D,0
-1.4066,110.4454,314.2,1.5,1.2,2026-01-16,0730,Aqua,MODIS,69,61.03,294.4,15.1,D,0
-1.0716,112.6444,308.8,1.1,1,2026-01-16,0730,Aqua,MODIS,63,61.03,285.8,7.2,D,0
-0.648,114.6531,315.1,1,1,2026-01-16,0730,Aqua,MODIS,70,61.03,297.4,8.2,D,0
-0.7114,111.6851,312.5,1.2,1.1,2026-01-16,0730,Aqua,MODIS,51,61.03,291.7,11.3,D,0
-0.8835,110.169,309.2,1.6,1.2,2026-01-16,0730,Aqua,MODIS,47,61.03,290.8,9,D,0
-0.3711,112.2544,311.4,1.1,1.1,2026-01-16,0730,Aqua,MODIS,64,61.03,296.1,6.1,D,0
-0.1941,111.9403,324.2,1.2,1.1,2026-01-16,0730,Aqua,MODIS,82,61.03,292,21.5,D,0
-0.1955,111.9301,316,1.2,1.1,2026-01-16,0730,Aqua,MODIS,66,61.03,292.5,11.3,D,0
-0.1889,111.9329,316.8,1.2,1.1,2026-01-16,0730,Aqua,MODIS,76,61.03,292.1,12.9,D,0
-2.0137,121.4208,313.5,2.4,1.5,2026-01-16,0730,Aqua,MODIS,49,61.03,289.1,25.2,D,2
-2.0172,121.4161,314.6,2.4,1.5,2026-01-16,0730,Aqua,MODIS,56,61.03,290.4,27.6,D,2
-2.8884,115.2532,317.5,1,1,2026-01-16,0730,Aqua,MODIS,61,61.03,299.4,8,D,0
-2.4258,115.9476,320.9,1,1,2026-01-16,0730,Aqua,MODIS,74,61.03,297.8,13.1,D,0
-2.2708,115.9307,318.2,1,1,2026-01-16,0730,Aqua,MODIS,71,61.03,296.9,11,D,0
-2.764,110.3849,310.9,1.6,1.2,2026-01-16,0730,Aqua,MODIS,55,61.03,292.3,9,D,0
-2.2219,113.8036,328.6,1,1,2026-01-16,0730,Aqua,MODIS,82,61.03,298.6,21.7,D,0
-2.4952,111.6114,312.8,1.3,1.1,2026-01-16,0730,Aqua,MODIS,57,61.03,292.7,12.6,D,0
-2.1872,112.1592,319.5,1.2,1.1,2026-01-16,0730,Aqua,MODIS,63,61.03,296.8,13.4,D,0
-2.1887,112.1488,325.3,1.2,1.1,2026-01-16,0730,Aqua,MODIS,80,61.03,297.3,21.1,D,0
-2.1776,112.1579,323.8,1.2,1.1,2026-01-16,0730,Aqua,MODIS,78,61.03,296.6,19.9,D,0
-2.1792,112.1474,334.3,1.2,1.1,2026-01-16,0730,Aqua,MODIS,87,61.03,297.2,36.6,D,0
-2.3661,110.6639,332.7,1.5,1.2,2026-01-16,0730,Aqua,MODIS,86,61.03,294.7,50.1,D,0
-2.368,110.6506,322,1.5,1.2,2026-01-16,0730,Aqua,MODIS,77,61.03,294.7,27,D,0
-1.7489,113.0633,320.5,1.1,1,2026-01-16,0730,Aqua,MODIS,74,61.03,296.5,12.5,D,0
-1.7674,112.7456,326.1,1.1,1.1,2026-01-16,0730,Aqua,MODIS,80,61.03,295.7,22.2,D,0
-2.0672,110.5222,324.3,1.5,1.2,2026-01-16,0730,Aqua,MODIS,79,61.03,295.1,31.9,D,0
-2.0691,110.5087,316.6,1.5,1.2,2026-01-16,0730,Aqua,MODIS,71,61.03,294.8,17.8,D,0
-1.4358,114.8337,312.4,1,1,2026-01-16,0730,Aqua,MODIS,35,61.03,298.1,5.6,D,0
-1.371,115.1301,311.2,1,1,2026-01-16,0730,Aqua,MODIS,43,61.03,291.5,6.3,D,0
-1.8032,111.9937,317.1,1.2,1.1,2026-01-16,0730,Aqua,MODIS,71,61.03,295.3,13.8,D,0
-1.7274,112.3815,310.2,1.2,1.1,2026-01-16,0730,Aqua,MODIS,53,61.03,294.9,5.8,D,0
-1.7289,112.3714,308.3,1.2,1.1,2026-01-16,0730,Aqua,MODIS,37,61.03,292.8,4.6,D,0
-1.4093,114.4407,327.1,1,1,2026-01-16,0730,Aqua,MODIS,81,61.03,298.5,18,D,0
-1.4006,114.4394,324.5,1,1,2026-01-16,0730,Aqua,MODIS,78,61.03,298.2,15.6,D,0
-1.6561,112.437,312.8,1.1,1.1,2026-01-16,0730,Aqua,MODIS,63,61.03,296,7.9,D,0
-1.3783,114.2702,321,1,1,2026-01-16,0730,Aqua,MODIS,75,61.03,297,12.2,D,0
-1.3796,114.2615,322.2,1,1,2026-01-16,0730,Aqua,MODIS,76,61.03,297.8,13.7,D,0
-1.5702,112.5191,312.1,1.1,1.1,2026-01-16,0730,Aqua,MODIS,51,61.03,293.2,7.8,D,0
-1.3305,113.9615,313,1,1,2026-01-16,0730,Aqua,MODIS,61,61.03,297.4,5.5,D,0
-1.1525,114.8711,323.8,1,1,2026-01-16,0730,Aqua,MODIS,64,61.03,298.5,15.2,D,0
-1.1538,114.8623,312.9,1,1,2026-01-16,0730,Aqua,MODIS,43,61.03,295.4,5.2,D,0
-1.261,114.1305,311.6,1,1,2026-01-16,0730,Aqua,MODIS,56,61.03,294.9,5.2,D,0
-1.2622,114.1217,310.7,1,1,2026-01-16,0730,Aqua,MODIS,52,61.03,296.9,4.6,D,0
-1.3567,113.2181,317,1.1,1,2026-01-16,0730,Aqua,MODIS,71,61.03,296.2,10.7,D,0
-1.3636,112.9824,320.3,1.1,1,2026-01-16,0730,Aqua,MODIS,75,61.03,294.9,15,D,0
-1.0475,114.7542,321.6,1,1,2026-01-16,0730,Aqua,MODIS,76,61.03,298.2,13.7,D,0
-1.1343,114.1621,316.4,1,1,2026-01-16,0730,Aqua,MODIS,69,61.03,296.7,9,D,0
-1.2322,113.1839,311.5,1.1,1,2026-01-16,0730,Aqua,MODIS,58,61.03,291.7,8.1,D,0
-0.9318,115.1756,314.8,1,1,2026-01-16,0730,Aqua,MODIS,58,61.03,296.6,7.5,D,0
-1.1757,113.5093,331.4,1,1,2026-01-16,0730,Aqua,MODIS,85,61.03,294.9,27,D,0
-1.5627,110.8266,335.4,1.4,1.2,2026-01-16,0730,Aqua,MODIS,88,61.03,295.3,53.8,D,0
-0.9335,114.7229,328.2,1,1,2026-01-16,0730,Aqua,MODIS,82,61.03,298.2,20.4,D,0
1.1696,109.4132,311.9,1.6,1.3,2026-01-16,0731,Aqua,MODIS,51,61.03,294.8,12.2,D,0
1.1586,109.4148,317.3,1.6,1.3,2026-01-16,0731,Aqua,MODIS,72,61.03,294.6,21.8,D,0
1.0417,109.6259,310.4,1.6,1.2,2026-01-16,0731,Aqua,MODIS,59,61.03,295.2,10.2,D,0
1.0438,109.6398,315.2,1.6,1.2,2026-01-16,0731,Aqua,MODIS,69,61.03,295.1,17.5,D,0
0.5742,109.5821,319.2,1.6,1.3,2026-01-16,0731,Aqua,MODIS,75,61.03,293.4,27.1,D,0
0.503,109.347,309.8,1.7,1.3,2026-01-16,0731,Aqua,MODIS,55,61.03,295,11.2,D,0
0.5555,109.9973,330.2,1.5,1.2,2026-01-16,0731,Aqua,MODIS,85,61.03,295.6,44.8,D,0
0.4698,109.6673,316.3,1.6,1.3,2026-01-16,0731,Aqua,MODIS,71,61.03,294.2,20,D,0
0.5575,110.0106,321.1,1.5,1.2,2026-01-16,0731,Aqua,MODIS,77,61.03,294.8,25.3,D,0
0.2479,111.6388,332.5,1.2,1.1,2026-01-16,0731,Aqua,MODIS,0,61.03,296.4,35,D,0
0.0726,110.105,312.1,1.5,1.2,2026-01-16,0731,Aqua,MODIS,68,61.03,292.2,14.7,D,0
0.5131,112.5492,315.2,1.1,1,2026-01-16,0731,Aqua,MODIS,71,61.03,296.2,8.6,D,0
0.4524,109.9223,317,1.6,1.2,2026-01-16,0731,Aqua,MODIS,72,61.03,292.9,19.7,D,0
0.4837,128.0005,309,1.1,1.1,2026-01-16,1222,Terra,MODIS,55,61.03,296.1,7.3,N,2
-1.5632,127.4288,307.8,1.3,1.1,2026-01-16,1222,Terra,MODIS,57,61.03,293.7,8.2,N,2
-1.4591,127.4429,310.7,1.3,1.1,2026-01-16,1222,Terra,MODIS,72,61.03,291.8,12,N,2
-1.4587,127.4368,320,1.3,1.1,2026-01-16,1222,Terra,MODIS,99,61.03,292.5,23.9,N,2
0.4902,127.9795,306,1.1,1.1,2026-01-16,1222,Terra,MODIS,39,61.03,295.4,4.9,N,2
0.5654,109.9986,302.9,1.6,1.2,2026-01-16,1401,Terra,MODIS,32,61.03,291.7,8.7,N,0
4.1977,96.0982,301.3,3.5,1.8,2026-01-16,1402,Terra,MODIS,40,61.03,279.2,39.5,N,0
0.4862,127.9905,305.8,2.2,1.4,2026-01-16,1811,Aqua,MODIS,37,61.03,292.6,17.6,N,2
0.4857,127.9927,319.7,1.2,1.1,2026-01-17,0042,Terra,MODIS,52,61.03,297.5,15.4,D,2
0.4842,128.003,312.9,1.2,1.1,2026-01-17,0042,Terra,MODIS,22,61.03,294.6,8.1,D,2
-0.9149,132.7851,303.2,2.9,1.6,2026-01-17,0042,Terra,MODIS,23,61.03,285.2,14.5,D,0
0.5088,127.9009,311.4,1.2,1.1,2026-01-17,0042,Terra,MODIS,53,61.03,295.5,6.9,D,0
0.4873,127.9822,317.5,1.2,1.1,2026-01-17,0042,Terra,MODIS,26,61.03,298.3,12,D,2
-2.591,107.6828,317.6,1.2,1.1,2026-01-17,0808,Aqua,MODIS,64,61.03,281.6,17.3,D,0
-3.0368,108.1503,318.1,1.2,1.1,2026-01-17,0808,Aqua,MODIS,69,61.03,287.8,15.1,D,0
4.4359,95.8737,309.7,3,1.6,2026-01-17,0810,Aqua,MODIS,52,61.03,289.3,25.5,D,0
4.44,95.8995,314.2,3,1.6,2026-01-17,0810,Aqua,MODIS,71,61.03,291.7,43,D,0
-3.9007,122.4144,307,1,1,2026-01-17,1301,Terra,MODIS,70,61.03,293,5.6,N,2
-1.1573,113.7065,310.1,2.5,1.5,2026-01-17,1302,Terra,MODIS,79,61.03,290,31.6,N,0
-1.1486,113.7,307.1,2.5,1.5,2026-01-17,1302,Terra,MODIS,70,61.03,289.8,23.7,N,0
-2.0071,121.42,308.7,1.2,1.1,2026-01-17,1850,Aqua,MODIS,75,61.03,293.4,9.4,N,2
-2.8781,122.1618,306.5,1.1,1,2026-01-17,1850,Aqua,MODIS,68,61.03,292.9,6.6,N,0
-3.8683,122.4042,306.5,1.1,1,2026-01-17,1851,Aqua,MODIS,68,61.03,290.8,6.2,N,2
4.2005,96.1073,300.2,1.7,1.3,2026-01-17,2027,Aqua,MODIS,20,61.03,281.3,10.1,N,0
-1.4571,120.4053,305.8,1.8,1.3,2026-01-18,0121,Terra,MODIS,51,61.03,292.8,12.1,D,0
-2.0141,121.4136,311.2,2.3,1.5,2026-01-18,0122,Terra,MODIS,68,61.03,295.1,19,D,2
4.1965,96.1059,311.4,1.6,1.2,2026-01-18,0259,Terra,MODIS,67,61.03,295.1,12.4,D,0
-6.5816,139.3483,314.3,2.3,1.5,2026-01-18,0529,Aqua,MODIS,67,61.03,288,19.8,D,0
-4.5549,121.5689,342.4,1,1,2026-01-18,0707,Aqua,MODIS,91,61.03,297.4,40.9,D,0
-4.505,121.6617,328.4,1,1,2026-01-18,0707,Aqua,MODIS,81,61.03,297.8,19,D,0
-4.4265,121.8087,313.7,1,1,2026-01-18,0707,Aqua,MODIS,60,61.03,297.7,5.7,D,0
-4.5036,121.6706,314.2,1,1,2026-01-18,0707,Aqua,MODIS,40,61.03,296.8,4.7,D,0
-4.5165,122.0149,321,1,1,2026-01-18,0707,Aqua,MODIS,58,61.03,299.8,8.9,D,0
-4.5062,122.0227,317.2,1,1,2026-01-18,0707,Aqua,MODIS,30,61.03,299.3,5.1,D,0
-2.6417,121.567,317.7,1,1,2026-01-18,0708,Aqua,MODIS,46,61.03,297.2,7.2,D,0
