latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-1.89426,115.86168,316.39,1.63,1.26,2026-05-01,0126,Terra,MODIS,76,6.1NRT,291.95,20.72,D
-1.89682,115.86951,313.03,1.64,1.26,2026-05-01,0126,Terra,MODIS,70,6.1NRT,291.47,13.81,D
-7.56368,112.61422,312.57,1.18,1.08,2026-05-01,0128,Terra,MODIS,61,6.1NRT,297.02,7.41,D
-6.00546,105.98264,312.31,1.58,1.24,2026-05-01,0128,Terra,MODIS,58,6.1NRT,290.46,9.21,D
-2.58044,121.3756,335.25,1.02,1.01,2026-05-01,0714,Aqua,MODIS,89,6.1NRT,285.95,37.35,D
-0.36273,117.33511,308.58,1.6,1.25,2026-05-01,0714,Aqua,MODIS,38,6.1NRT,289.7,7.67,D
-2.0109,121.41753,319.23,1.02,1.01,2026-05-01,0714,Aqua,MODIS,79,6.1NRT,289.36,13.73,D
2.32623,117.92222,309.88,1.32,1.14,2026-05-01,0714,Aqua,MODIS,63,6.1NRT,293.81,7.37,D
2.65994,117.68124,320.73,1.36,1.15,2026-05-01,0714,Aqua,MODIS,79,6.1NRT,295.5,20.42,D
2.66086,117.68655,314.63,1.36,1.15,2026-05-01,0714,Aqua,MODIS,72,6.1NRT,295.56,11.8,D
2.65905,117.67485,312.33,1.36,1.15,2026-05-01,0714,Aqua,MODIS,61,6.1NRT,295.49,8.98,D
3.95063,117.04607,323.36,1.44,1.19,2026-05-01,0714,Aqua,MODIS,80,6.1NRT,295.52,26.91,D
3.95878,117.05208,326.93,1.43,1.18,2026-05-01,0714,Aqua,MODIS,83,6.1NRT,294.61,31.91,D
3.95684,117.03965,338.21,1.44,1.19,2026-05-01,0714,Aqua,MODIS,90,6.1NRT,294.99,58.12,D
0.256,117.45041,312.45,1.54,1.22,2026-05-01,0714,Aqua,MODIS,56,6.1NRT,291.61,11.47,D
0.26668,117.44891,320.85,1.54,1.22,2026-05-01,0714,Aqua,MODIS,73,6.1NRT,292.06,26.03,D
1.35019,116.6087,330.75,1.71,1.28,2026-05-01,0714,Aqua,MODIS,86,6.1NRT,291,55.85,D
1.66551,117.19088,318.83,1.53,1.22,2026-05-01,0714,Aqua,MODIS,78,6.1NRT,295.18,20.76,D
1.66169,117.19876,317.53,1.52,1.22,2026-05-01,0714,Aqua,MODIS,65,6.1NRT,294.74,19.27,D
2.28468,117.91685,313.56,1.33,1.14,2026-05-01,0714,Aqua,MODIS,70,6.1NRT,291.25,11.61,D
4.25223,117.15235,319.74,1.4,1.17,2026-05-01,0716,Aqua,MODIS,77,6.1NRT,294.91,17.8,D
4.23199,117.14956,317.65,1.4,1.17,2026-05-01,0716,Aqua,MODIS,59,6.1NRT,295.65,15.5,D
4.24401,117.16006,330.25,1.4,1.17,2026-05-01,0716,Aqua,MODIS,75,6.1NRT,295.21,34.67,D
-2.56422,102.77008,316,1.8,1.32,2026-05-01,0852,Aqua,MODIS,66,6.1NRT,292.83,19.56,D
4.90892,97.47369,325.42,1.06,1.03,2026-05-01,0854,Aqua,MODIS,79,6.1NRT,288.53,22.51,D
4.80683,97.66273,312.35,1.08,1.04,2026-05-01,0854,Aqua,MODIS,54,6.1NRT,294.58,5.91,D
4.91025,97.48295,324.64,1.06,1.03,2026-05-01,0854,Aqua,MODIS,78,6.1NRT,287.76,21.43,D
-1.56381,127.4284,305.02,1.55,1.23,2026-05-01,1206,Terra,MODIS,11,6.1NRT,290.96,8.66,N
-7.54542,110.44159,300.62,1.13,1.06,2026-05-01,1344,Terra,MODIS,31,6.1NRT,286.64,6.93,N
3.09429,117.25011,302.65,1,1,2026-05-01,1932,Aqua,MODIS,45,6.1NRT,287.72,4.1,N
-1.88599,115.86713,302.22,1.01,1.01,2026-05-01,1934,Aqua,MODIS,48,6.1NRT,284.32,4.23,N
-2.88306,115.25993,304.53,1.04,1.02,2026-05-01,1934,Aqua,MODIS,60,6.1NRT,290.29,5.11,N
0.68043,117.56682,303.08,1.01,1,2026-05-01,1934,Aqua,MODIS,53,6.1NRT,288.16,4.11,N
-1.8948,115.86583,300.73,1.01,1.01,2026-05-01,1934,Aqua,MODIS,33,6.1NRT,284.14,3.26,N
-8.1111,112.92694,301.14,1.15,1.07,2026-05-01,1936,Aqua,MODIS,38,6.1NRT,282.23,8.51,N
0.50581,127.89604,313.31,1.05,1.02,2026-05-02,0026,Terra,MODIS,60,6.1NRT,294.37,9.02,D
-1.45833,127.44189,317.06,1.05,1.02,2026-05-02,0026,Terra,MODIS,0,6.1NRT,288.26,11.91,D
-6.82386,105.44033,304.08,1.76,1.3,2026-05-02,0206,Terra,MODIS,0,6.1NRT,286.38,4.69,D
-2.92494,104.68752,303.43,1.36,1.15,2026-05-02,0206,Terra,MODIS,40,6.1NRT,275.77,4.5,D
-8.11342,112.92422,306.12,1.03,1.01,2026-05-02,0750,Aqua,MODIS,46,6.1NRT,289.24,7.92,D
-7.24116,111.73557,311.25,1.12,1.05,2026-05-02,0752,Aqua,MODIS,48,6.1NRT,296.25,6.4,D
-1.56466,112.91893,312.88,1,1,2026-05-02,0752,Aqua,MODIS,65,6.1NRT,295.65,5.96,D
-1.95055,112.99165,313.39,1,1,2026-05-02,0752,Aqua,MODIS,65,6.1NRT,296.22,6.12,D
-3.42563,104.43337,309.76,3.39,1.74,2026-05-02,0752,Aqua,MODIS,60,6.1NRT,288.9,27.28,D
-2.65882,112.20291,310.3,1.01,1,2026-05-02,0752,Aqua,MODIS,51,6.1NRT,295.23,4.29,D
1.68849,117.19164,307.78,1.48,1.2,2026-05-02,1246,Terra,MODIS,72,6.1NRT,292.93,9.78,N
-2.57702,121.37665,304.24,1.01,1.01,2026-05-02,1246,Terra,MODIS,59,6.1NRT,276.54,8.99,N
0.75276,117.07422,315.23,1.57,1.23,2026-05-02,1246,Terra,MODIS,91,6.1NRT,277.21,27.75,N
0.74688,117.08263,300.52,1.56,1.23,2026-05-02,1246,Terra,MODIS,18,6.1NRT,276.35,9.44,N
0.74492,117.06901,310.53,1.57,1.23,2026-05-02,1246,Terra,MODIS,80,6.1NRT,276.26,20.71,N
1.66744,117.19482,310.7,1.48,1.2,2026-05-02,1246,Terra,MODIS,81,6.1NRT,293.1,13.27,N
1.6867,117.17862,311.33,1.49,1.2,2026-05-02,1246,Terra,MODIS,82,6.1NRT,292.86,14.26,N
1.6831,117.1861,314.01,1.48,1.2,2026-05-02,1246,Terra,MODIS,88,6.1NRT,293.07,17.91,N
2.20454,117.23784,306.01,1.45,1.19,2026-05-02,1249,Terra,MODIS,66,6.1NRT,294.02,7.77,N
-2.00927,121.41372,308.54,1.82,1.32,2026-05-03,0107,Terra,MODIS,63,6.1NRT,291.6,11.57,D
-2.01147,121.42958,306.85,1.82,1.32,2026-05-03,0107,Terra,MODIS,60,6.1NRT,290.26,8.72,D
-2.5787,121.37667,330.05,1.85,1.33,2026-05-03,0107,Terra,MODIS,86,6.1NRT,291.12,62.05,D
-2.58107,121.39362,307.18,1.85,1.33,2026-05-03,0107,Terra,MODIS,61,6.1NRT,290.48,9.18,D
-3.00232,120.19632,312.48,1.52,1.22,2026-05-03,0107,Terra,MODIS,37,6.1NRT,293.62,10.77,D
-2.01888,121.41117,310.1,2.26,1.46,2026-05-03,0652,Aqua,MODIS,28,6.1NRT,292.84,17.16,D
4.18126,117.35735,312.87,3.75,1.81,2026-05-03,0654,Aqua,MODIS,0,6.1NRT,288.94,46.53,D
-0.78193,102.23237,308.56,1.01,1.01,2026-05-03,0830,Aqua,MODIS,56,6.1NRT,287.86,4.26,D
-0.7858,102.20598,307.05,1.01,1.01,2026-05-03,0830,Aqua,MODIS,49,6.1NRT,286.88,3.34,D
-1.89392,115.86198,312.55,1.42,1.18,2026-05-03,1327,Terra,MODIS,85,6.1NRT,288.67,17.13,N
1.95175,109.52582,309.95,1.09,1.04,2026-05-03,1327,Terra,MODIS,69,6.1NRT,292.74,8.49,N
1.95042,109.51629,306.11,1.09,1.04,2026-05-03,1327,Terra,MODIS,41,6.1NRT,292.8,5.54,N
-1.46515,127.43932,311.33,1.41,1.17,2026-05-04,0009,Terra,MODIS,0,6.1NRT,287.13,9.89,D
-1.45476,127.44049,313.23,1.41,1.17,2026-05-04,0009,Terra,MODIS,0,6.1NRT,287.07,12.56,D
-4.2308,104.89371,303.44,1.03,1.01,2026-05-04,0147,Terra,MODIS,32,6.1NRT,279.26,4.25,D
-4.23211,104.90275,304.17,1.03,1.01,2026-05-04,0147,Terra,MODIS,44,6.1NRT,278.57,4.55,D
-9.36997,119.9865,320.31,1,1,2026-05-04,0729,Aqua,MODIS,67,6.1NRT,299.48,12.39,D
-9.37128,119.97765,311.56,1,1,2026-05-04,0729,Aqua,MODIS,51,6.1NRT,298.35,4.89,D
-5.04781,119.52695,317.21,1.01,1.01,2026-05-04,0729,Aqua,MODIS,73,6.1NRT,296.46,7.04,D
-2.58555,121.37384,333.61,1.27,1.12,2026-05-04,0729,Aqua,MODIS,87,6.1NRT,291.72,43.94,D
1.32784,118.38999,314.7,1.02,1.01,2026-05-04,0731,Aqua,MODIS,69,6.1NRT,295.07,9.31,D
1.32655,118.38112,310.01,1.02,1.01,2026-05-04,0731,Aqua,MODIS,35,6.1NRT,294.49,5.78,D
1.44289,117.97369,311.72,1.01,1,2026-05-04,0731,Aqua,MODIS,62,6.1NRT,290.74,6.53,D
1.35744,117.0256,318.15,1.01,1,2026-05-04,0731,Aqua,MODIS,55,6.1NRT,296.02,10.83,D
1.66375,118.03644,314.9,1.01,1,2026-05-04,0731,Aqua,MODIS,46,6.1NRT,297.41,5.91,D
1.67254,118.03515,319.44,1.01,1,2026-05-04,0731,Aqua,MODIS,76,6.1NRT,297.34,10.67,D
1.77844,117.87871,317.33,1.01,1,2026-05-04,0731,Aqua,MODIS,74,6.1NRT,298.74,8.41,D
1.77716,117.86996,313.46,1.01,1,2026-05-04,0731,Aqua,MODIS,69,6.1NRT,297.54,5.35,D
1.99793,117.40356,318.04,1,1,2026-05-04,0731,Aqua,MODIS,70,6.1NRT,302.79,8.72,D
1.99665,117.39487,318.79,1,1,2026-05-04,0731,Aqua,MODIS,45,6.1NRT,302.97,9.01,D
2.06057,117.46536,314.53,1,1,2026-05-04,0731,Aqua,MODIS,69,6.1NRT,297.34,6.31,D
2.05929,117.45667,326.7,1,1,2026-05-04,0731,Aqua,MODIS,82,6.1NRT,297.68,18.43,D
2.04723,117.19204,347.58,1,1,2026-05-04,0731,Aqua,MODIS,94,6.1NRT,297.33,51.98,D
2.04595,117.18334,337.59,1,1,2026-05-04,0731,Aqua,MODIS,90,6.1NRT,296.29,34.57,D
2.10447,117.38214,330.95,1,1,2026-05-04,0731,Aqua,MODIS,85,6.1NRT,299.63,22.31,D
2.15619,117.10143,314.17,1,1,2026-05-04,0731,Aqua,MODIS,68,6.1NRT,298.7,5.57,D
2.19541,117.24668,316.1,1,1,2026-05-04,0731,Aqua,MODIS,70,6.1NRT,296.95,9.04,D
2.21987,116.97065,355.55,1,1,2026-05-04,0731,Aqua,MODIS,98,6.1NRT,297.61,69.85,D
2.25936,117.17827,316.24,1,1,2026-05-04,0731,Aqua,MODIS,34,6.1NRT,298.32,6.76,D
2.2681,117.17698,318.05,1,1,2026-05-04,0731,Aqua,MODIS,66,6.1NRT,298.83,8.47,D
2.30797,117.14445,326.94,1,1,2026-05-04,0731,Aqua,MODIS,82,6.1NRT,299.03,18.3,D
2.37034,117.0575,314.95,1,1,2026-05-04,0731,Aqua,MODIS,69,6.1NRT,298.65,7.22,D
2.55719,117.52185,312.19,1,1,2026-05-04,0731,Aqua,MODIS,62,6.1NRT,297.07,5.55,D
2.93074,117.46236,310.61,1,1,2026-05-04,0731,Aqua,MODIS,44,6.1NRT,297.34,4.6,D
3.22721,117.23149,326.72,1,1,2026-05-04,0731,Aqua,MODIS,82,6.1NRT,285.17,19.82,D
3.22594,117.22279,322.63,1,1,2026-05-04,0731,Aqua,MODIS,79,6.1NRT,283.83,15.33,D
3.94748,117.04041,308.54,1,1,2026-05-04,0731,Aqua,MODIS,47,6.1NRT,287.35,4.42,D
1.8146,125.1336,309.85,1.03,1.01,2026-05-04,1227,Terra,MODIS,68,6.1NRT,281.59,9.34,N
-7.54341,110.44189,302.33,1.03,1.01,2026-05-04,1951,Aqua,MODIS,48,6.1NRT,285.1,6.86,N
-2.57812,121.37231,310.93,1,1,2026-05-05,0048,Terra,MODIS,45,6.1NRT,288.86,7.18,D
-2.57938,121.3811,319.8,1,1,2026-05-05,0048,Terra,MODIS,72,6.1NRT,288.68,14.76,D
-8.11288,112.92776,303.91,2.51,1.52,2026-05-05,0050,Terra,MODIS,44,6.1NRT,289.48,22.83,D
-7.54632,110.44428,308.85,1.01,1,2026-05-05,0807,Aqua,MODIS,59,6.1NRT,287.06,10.07,D
-7.24648,111.46267,314.08,1.07,1.03,2026-05-05,0807,Aqua,MODIS,68,6.1NRT,293.67,9.18,D
-2.33352,111.69416,307.39,1.25,1.11,2026-05-05,0809,Aqua,MODIS,38,6.1NRT,290.96,3.35,D
1.08869,104.62104,312.35,1.35,1.15,2026-05-05,0809,Aqua,MODIS,37,6.1NRT,292.89,9.62,D
-8.11543,112.90806,302.95,1.91,1.35,2026-05-05,1304,Terra,MODIS,52,6.1NRT,280.96,19.5,N
-2.5815,121.36789,321.2,1.51,1.21,2026-05-05,1304,Terra,MODIS,100,6.1NRT,287.09,34.27,N
-2.57956,121.38132,323.35,1.52,1.22,2026-05-05,1304,Terra,MODIS,100,6.1NRT,287.43,37.64,N
-8.11276,112.92858,302.13,1.9,1.35,2026-05-05,1304,Terra,MODIS,47,6.1NRT,280.54,18.41,N
2.18121,117.27531,307.07,1.03,1.01,2026-05-05,1306,Terra,MODIS,70,6.1NRT,285.05,7.03,N
-1.89475,115.8663,316.89,1.04,1.02,2026-05-05,1306,Terra,MODIS,94,6.1NRT,290.81,13.74,N
-1.89599,115.85722,303.86,1.04,1.02,2026-05-05,1306,Terra,MODIS,57,6.1NRT,290.14,3.77,N
2.18245,117.28432,308.94,1.03,1.02,2026-05-05,1306,Terra,MODIS,76,6.1NRT,286.35,8.4,N
1.50102,127.64132,300.58,1.02,1.01,2026-05-05,1849,Aqua,MODIS,30,6.1NRT,289.69,3.62,N
-1.45559,127.43872,310.12,1.01,1,2026-05-05,1849,Aqua,MODIS,69,6.1NRT,290.1,8.53,N
0.48663,127.99398,304.01,1,1,2026-05-05,1849,Aqua,MODIS,50,6.1NRT,283.84,5.06,N
1.50237,127.63243,304.32,1.02,1.01,2026-05-05,1849,Aqua,MODIS,60,6.1NRT,289.33,5.62,N
2.25417,117.75243,311.13,1.93,1.36,2026-05-06,0124,Terra,MODIS,63,6.1NRT,290.9,14.55,D
0.59444,117.20617,311.57,1.86,1.33,2026-05-06,0124,Terra,MODIS,67,6.1NRT,292.12,15.06,D
-2.6754,112.79411,311.37,1.07,1.03,2026-05-06,0126,Terra,MODIS,61,6.1NRT,291.15,7.1,D
-6.01074,105.98077,314.16,1.61,1.25,2026-05-06,0126,Terra,MODIS,50,6.1NRT,291.01,13.72,D
-7.24373,111.46402,313.32,1.04,1.02,2026-05-06,0126,Terra,MODIS,66,6.1NRT,294.53,8.14,D
-7.54238,110.44708,308.23,1,1,2026-05-06,0128,Terra,MODIS,56,6.1NRT,291.2,7.72,D
-7.37012,111.11848,314.35,1.02,1.01,2026-05-06,0128,Terra,MODIS,69,6.1NRT,296.34,8.43,D
-8.1116,112.92455,310.07,1.23,1.1,2026-05-06,0128,Terra,MODIS,56,6.1NRT,287.72,13.73,D
-8.11528,112.9298,310.29,1.24,1.1,2026-05-06,0128,Terra,MODIS,54,6.1NRT,290.05,12.96,D
0.60179,117.11014,312.11,2.19,1.43,2026-05-06,0709,Aqua,MODIS,68,6.1NRT,290.03,25.49,D
0.76119,117.13846,311.49,2.16,1.43,2026-05-06,0709,Aqua,MODIS,65,6.1NRT,289.86,18.94,D
0.75849,117.11996,307.53,2.17,1.43,2026-05-06,0709,Aqua,MODIS,28,6.1NRT,287.9,11.55,D
0.76358,117.13146,313.03,2.16,1.43,2026-05-06,0709,Aqua,MODIS,66,6.1NRT,288.98,24.24,D
0.99572,117.19727,329.42,2.12,1.41,2026-05-06,0709,Aqua,MODIS,81,6.1NRT,287.8,80.1,D
-1.89172,115.8616,305.57,1.17,1.08,2026-05-06,1930,Aqua,MODIS,65,6.1NRT,290.08,6.73,N
-8.11204,112.92879,305.32,1.46,1.2,2026-05-06,1930,Aqua,MODIS,64,6.1NRT,280.17,17.37,N
-1.89324,115.87173,308.03,1.17,1.08,2026-05-06,1930,Aqua,MODIS,73,6.1NRT,290.37,8.61,N
1.4913,127.63384,314.71,1.02,1.01,2026-05-07,0026,Terra,MODIS,72,6.1NRT,293.26,10.47,D
0.49072,127.97931,323.53,1.05,1.02,2026-05-07,0026,Terra,MODIS,62,6.1NRT,296.31,19.25,D
0.48941,127.98858,325.63,1.05,1.02,2026-05-07,0026,Terra,MODIS,63,6.1NRT,294.99,21.83,D
-1.46053,127.43445,333,1.04,1.02,2026-05-07,0026,Terra,MODIS,0,6.1NRT,296.26,29.71,D
-1.4618,127.44331,320.17,1.04,1.02,2026-05-07,0026,Terra,MODIS,0,6.1NRT,295.67,14.08,D
-3.86721,122.40235,310.27,1.34,1.15,2026-05-07,0026,Terra,MODIS,59,6.1NRT,293.6,7.28,D
-3.90096,122.42146,311.17,1.33,1.14,2026-05-07,0026,Terra,MODIS,64,6.1NRT,293.27,8.15,D
-4.19186,139.04686,305.42,1,1,2026-05-07,0608,Aqua,MODIS,61,6.1NRT,289.83,5.17,D
-3.8259,138.7175,346.25,1.01,1.01,2026-05-07,0608,Aqua,MODIS,89,6.1NRT,291.86,53.99,D
-3.82716,138.70888,309.14,1.01,1.01,2026-05-07,0608,Aqua,MODIS,68,6.1NRT,288.91,7.35,D
-0.88582,132.04842,303.26,2.41,1.5,2026-05-07,0610,Aqua,MODIS,23,6.1NRT,287.92,6.62,D
-9.5749,119.75529,317.09,1.42,1.18,2026-05-07,0744,Aqua,MODIS,67,6.1NRT,297.56,17.61,D
-9.57903,119.75014,319.38,1.42,1.18,2026-05-07,0744,Aqua,MODIS,71,6.1NRT,297.54,20.67,D
-8.11158,112.9213,321.54,1.22,1.1,2026-05-07,0744,Aqua,MODIS,0,6.1NRT,289.91,26.51,D
-2.57658,121.38212,317.12,2.53,1.53,2026-05-07,0744,Aqua,MODIS,66,6.1NRT,284.22,43.74,D
0.23301,116.24906,314.64,1.17,1.08,2026-05-07,0746,Aqua,MODIS,68,6.1NRT,294.24,9.53,D
0.23713,116.24269,310.88,1.17,1.08,2026-05-07,0746,Aqua,MODIS,59,6.1NRT,294.17,6.53,D
0.33085,116.35471,311.78,1.19,1.09,2026-05-07,0746,Aqua,MODIS,55,6.1NRT,294.33,7.21,D
0.67475,117.56274,316.88,1.44,1.19,2026-05-07,0746,Aqua,MODIS,34,6.1NRT,296.24,10.93,D
-2.00813,121.42809,303.39,1.01,1.01,2026-05-07,1244,Terra,MODIS,12,6.1NRT,290.55,5.73,N
-1.24976,122.59013,352.61,1.01,1.01,2026-05-07,1246,Terra,MODIS,100,6.1NRT,294.07,65.57,N
-1.24094,122.58881,304.47,1.01,1.01,2026-05-07,1246,Terra,MODIS,60,6.1NRT,292.38,3.93,N
4.03765,117.71159,305.3,1.29,1.13,2026-05-07,1246,Terra,MODIS,60,6.1NRT,294.34,5.38,N
-7.5396,110.44996,301.29,1.25,1.11,2026-05-07,2006,Aqua,MODIS,40,6.1NRT,283.33,8.53,N
-8.11303,112.91964,315.49,1.13,1.06,2026-05-08,0109,Terra,MODIS,65,6.1NRT,286.95,16.28,D
-8.11445,112.92923,325.97,1.13,1.06,2026-05-08,0109,Terra,MODIS,82,6.1NRT,296.51,28.38,D
-8.11455,112.92722,318.84,2.44,1.51,2026-05-08,0822,Aqua,MODIS,0,6.1NRT,288.79,60.38,D
-4.75667,105.25431,318.03,1,1,2026-05-08,0824,Aqua,MODIS,73,6.1NRT,295.12,10.97,D
-3.15155,103.27129,333.65,1.09,1.04,2026-05-08,0824,Aqua,MODIS,89,6.1NRT,291.3,35.86,D
-8.11304,112.92594,337.38,1.01,1,2026-05-08,1323,Terra,MODIS,100,6.1NRT,285.87,43.33,N
-8.11427,112.91691,315.61,1.01,1,2026-05-08,1323,Terra,MODIS,92,6.1NRT,279.23,17.31,N
1.49834,127.63972,300.46,1.28,1.12,2026-05-08,1904,Aqua,MODIS,28,6.1NRT,281.77,6.7,N
-1.45728,127.43998,324.79,1.37,1.16,2026-05-08,1904,Aqua,MODIS,100,6.1NRT,291.55,34.08,N
1.7008,127.87421,318.49,1.49,1.21,2026-05-09,0007,Terra,MODIS,70,6.1NRT,287.63,23.69,D
1.69899,127.88716,311.76,1.49,1.2,2026-05-09,0007,Terra,MODIS,49,6.1NRT,286.99,13.71,D
-1.45924,127.44625,315.76,1.43,1.18,2026-05-09,0007,Terra,MODIS,0,6.1NRT,294.1,15.29,D
-6.96433,107.80737,307.63,1.16,1.07,2026-05-09,0147,Terra,MODIS,43,6.1NRT,287.71,5.8,D
-3.68839,103.65906,313.16,1.18,1.08,2026-05-09,0147,Terra,MODIS,72,6.1NRT,290.44,10.69,D
-10.16551,123.65611,314.27,1.11,1.05,2026-05-09,0722,Aqua,MODIS,46,6.1NRT,300.01,7.44,D
1.99373,117.39289,318.83,1.08,1.04,2026-05-09,0724,Aqua,MODIS,57,6.1NRT,303.99,9.92,D
2.08058,117.54572,315.17,1.07,1.03,2026-05-09,0724,Aqua,MODIS,68,6.1NRT,296.43,7.68,D
2.08385,117.19321,315.95,1.1,1.05,2026-05-09,0724,Aqua,MODIS,69,6.1NRT,299.61,7.52,D
2.08242,117.18372,323.33,1.1,1.05,2026-05-09,0724,Aqua,MODIS,79,6.1NRT,299.64,15.35,D
2.22686,116.96896,312.28,1.12,1.06,2026-05-09,0724,Aqua,MODIS,65,6.1NRT,298.41,5.54,D
2.32256,116.98796,312.86,1.12,1.05,2026-05-09,0724,Aqua,MODIS,67,6.1NRT,297.12,6.17,D
3.44533,116.65128,313.71,1.13,1.06,2026-05-09,0724,Aqua,MODIS,70,6.1NRT,293.6,8.08,D
3.44387,116.64147,318.74,1.13,1.06,2026-05-09,0724,Aqua,MODIS,76,6.1NRT,293.02,13.16,D
2.32399,116.99767,324.28,1.12,1.05,2026-05-09,0724,Aqua,MODIS,80,6.1NRT,297.65,18.42,D
0.7406,122.54955,318.89,1.31,1.14,2026-05-09,0724,Aqua,MODIS,77,6.1NRT,292.8,15.25,D
0.7389,122.53822,312.53,1.31,1.13,2026-05-09,0724,Aqua,MODIS,43,6.1NRT,291.57,7.83,D
0.74009,122.54405,321.78,1.31,1.14,2026-05-09,0724,Aqua,MODIS,79,6.1NRT,292.3,19.9,D
0.70632,117.13194,310.16,1.14,1.07,2026-05-09,0724,Aqua,MODIS,41,6.1NRT,293.12,6.1,D
2.01434,117.53291,315.38,1.07,1.03,2026-05-09,0724,Aqua,MODIS,64,6.1NRT,297.98,7.71,D
1.4963,127.63588,305.19,1.05,1.02,2026-05-09,1227,Terra,MODIS,23,6.1NRT,284.17,6.6,N
-4.627,105.22668,305.19,1.15,1.07,2026-05-09,1403,Terra,MODIS,63,6.1NRT,290.98,5.38,N
-8.11119,112.93137,300.19,1,1,2026-05-09,1947,Aqua,MODIS,21,6.1NRT,273.43,7.75,N
0.4834,128.00536,310.54,2.18,1.43,2026-05-10,0045,Terra,MODIS,0,6.1NRT,290.05,21.22,D
0.5836,109.3598,309.58,1.01,1,2026-05-10,0803,Aqua,MODIS,58,6.1NRT,291.05,4.88,D
0.74216,109.6237,311.84,1,1,2026-05-10,0803,Aqua,MODIS,66,6.1NRT,291.53,7.81,D
-1.46049,127.43755,306.46,1.13,1.06,2026-05-10,1843,Aqua,MODIS,46,6.1NRT,288.8,7.09,N
-3.68421,103.66435,300.92,1.02,1.01,2026-05-10,2021,Aqua,MODIS,35,6.1NRT,284.14,3.6,N
-3.68286,103.65552,300.06,1.02,1.01,2026-05-10,2021,Aqua,MODIS,14,6.1NRT,283.9,3.14,N
1.6988,127.88731,316.67,3.71,1.8,2026-05-10,2346,Terra,MODIS,66,6.1NRT,283.13,85.98,D
1.6921,127.89372,314.09,3.71,1.8,2026-05-10,2346,Terra,MODIS,60,6.1NRT,282.61,71.17,D
1.69672,127.85958,311.31,3.73,1.81,2026-05-10,2346,Terra,MODIS,48,6.1NRT,282.97,57.72,D
-8.11343,112.92757,325.3,1.22,1.1,2026-05-11,0126,Terra,MODIS,82,6.1NRT,288.99,30.87,D
-10.18444,123.53667,325.05,1.41,1.18,2026-05-11,0659,Aqua,MODIS,0,6.1NRT,297.07,27.25,D
-9.81431,120.42962,311.8,2.42,1.5,2026-05-11,0659,Aqua,MODIS,23,6.1NRT,296.23,17.11,D
-9.80122,120.42757,316.06,2.42,1.5,2026-05-11,0659,Aqua,MODIS,65,6.1NRT,296.88,28.86,D
-9.80356,120.42131,318.57,2.42,1.5,2026-05-11,0659,Aqua,MODIS,70,6.1NRT,297.06,35.61,D
0.48905,127.97649,320.88,1.27,1.12,2026-05-11,0701,Aqua,MODIS,27,6.1NRT,296.25,15.06,D
0.49287,127.98032,321.23,1.27,1.12,2026-05-11,0701,Aqua,MODIS,46,6.1NRT,294.34,16.95,D
1.99473,117.37287,310.32,2.7,1.57,2026-05-11,0703,Aqua,MODIS,63,6.1NRT,291.96,18.61,D
2.04607,117.34132,316.42,2.71,1.58,2026-05-11,0703,Aqua,MODIS,71,6.1NRT,291.98,35.74,D
2.05291,117.33325,316.55,2.71,1.58,2026-05-11,0703,Aqua,MODIS,75,6.1NRT,291.73,37.13,D
2.43113,117.97692,310.31,2.37,1.49,2026-05-11,0703,Aqua,MODIS,49,6.1NRT,290.5,16.77,D
3.5404,116.68032,312.38,2.88,1.62,2026-05-11,0703,Aqua,MODIS,67,6.1NRT,292.88,31.47,D
-3.69408,103.66042,312.07,1.17,1.08,2026-05-11,0839,Aqua,MODIS,66,6.1NRT,294.83,6.59,D
-2.67159,102.88782,312.13,1.1,1.05,2026-05-11,0839,Aqua,MODIS,71,6.1NRT,295.34,5.77,D
-1.8013,102.71587,308.87,1.1,1.05,2026-05-11,0839,Aqua,MODIS,30,6.1NRT,291,4.62,D
0.48526,127.99918,308.84,1.37,1.16,2026-05-11,1206,Terra,MODIS,74,6.1NRT,293.41,10.64,N
1.49683,127.62994,305.54,1.41,1.17,2026-05-11,1206,Terra,MODIS,32,6.1NRT,289.86,9.04,N
1.69631,127.87644,307.23,1.35,1.15,2026-05-11,1206,Terra,MODIS,52,6.1NRT,290.44,11.63,N
-8.11034,112.92694,318.48,1.54,1.22,2026-05-11,1342,Terra,MODIS,97,6.1NRT,282.71,36.07,N
-6.54877,108.09341,305.29,1,1,2026-05-11,1342,Terra,MODIS,64,6.1NRT,292.78,4.19,N
-1.8917,115.86726,300.96,3.37,1.73,2026-05-11,1344,Terra,MODIS,29,6.1NRT,283.68,20.23,N
-1.89411,115.86197,302.22,3.37,1.73,2026-05-11,1344,Terra,MODIS,48,6.1NRT,284.19,25.03,N
-2.57513,121.37193,300.12,1.07,1.03,2026-05-11,1921,Aqua,MODIS,17,6.1NRT,289.53,4.25,N
-2.57654,121.38137,305.01,1.07,1.03,2026-05-11,1921,Aqua,MODIS,63,6.1NRT,289.6,7.03,N
-2.87725,122.163,302.95,1.18,1.08,2026-05-11,1921,Aqua,MODIS,52,6.1NRT,291.73,4.84,N
0.48219,127.99496,311.25,1.04,1.02,2026-05-12,0024,Terra,MODIS,0,6.1NRT,289.77,6.93,D
-1.45769,127.43401,327,1.03,1.01,2026-05-12,0026,Terra,MODIS,0,6.1NRT,295.93,21.29,D
